Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2020,September,Melbourne,2 Community,22 Health,223 Dental,6
2020,September,Melbourne,2 Community,22 Health,224 Other Health,35
2020,September,Melbourne,2 Community,23 Religious,231 Church,27
2020,September,Melbourne,2 Community,23 Religious,232 Other religious,7
2020,September,Melbourne,2 Community,24 Public Transport,241 Train,31
2020,September,Melbourne,2 Community,24 Public Transport,242 Train Station,"1,376"
2020,September,Melbourne,2 Community,24 Public Transport,243 Railway Carpark,5
2020,September,Melbourne,2 Community,24 Public Transport,244 Tram/Tram Stop,285
2020,September,Melbourne,2 Community,24 Public Transport,245 Bus/Bus Stop,27
2020,September,Melbourne,2 Community,24 Public Transport,246 Depot/Terminal,7
2020,September,Melbourne,2 Community,24 Public Transport,248 Office (Public transport office Only),2
2020,September,Melbourne,2 Community,24 Public Transport,249 Taxi,46
2020,September,Melbourne,2 Community,25 Other Transport,251 Private Car,102
2020,September,Melbourne,2 Community,25 Other Transport,252 Airfield,4
2020,September,Melbourne,2 Community,25 Other Transport,253 Boat,8
2020,September,Melbourne,2 Community,25 Other Transport,254 Dock/Wharf,10
2020,September,Melbourne,2 Community,25 Other Transport,255 Carpark (Single Level),265
2020,September,Melbourne,2 Community,25 Other Transport,256 Carpark (Multi Level),593
2020,September,Melbourne,2 Community,25 Other Transport,257 Other Transport Type/Area,32
2020,September,Melbourne,2 Community,26 Justice,261 Police Station,245
2020,September,Melbourne,2 Community,26 Justice,262 Court,812
2020,September,Melbourne,2 Community,26 Justice,264 Youth Training Centre,4
2020,September,Melbourne,2 Community,26 Justice,265 Other Justice Facility,33
2020,September,Melbourne,2 Community,26 Justice,269 Other Justice (nec),74
2020,September,Melbourne,2 Community,27 Open Space,271 Parkland/Reserve,337
2020,September,Melbourne,2 Community,27 Open Space,272 Rural,1
2020,September,Melbourne,2 Community,27 Open Space,273 Vacant Block,6
2020,September,Melbourne,2 Community,27 Open Space,275 Other Open Space,164
2020,September,Melbourne,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"8,063"
2020,September,Melbourne,2 Community,29 Other community location,291 Cemetery,2
2020,September,Melbourne,2 Community,29 Other community location,292 Civic Centre,40
2020,September,Melbourne,2 Community,29 Other community location,293 Gallery,14
2020,September,Melbourne,2 Community,29 Other community location,294 Car Wash,3
2020,September,Melbourne,3 Other,31 Admin/professional,311 Business Office,454
2020,September,Melbourne,3 Other,31 Admin/professional,312 Other Admin/Professional,117
2020,September,Melbourne,3 Other,32 Financial,321 Bank,119
2020,September,Melbourne,3 Other,32 Financial,322 Credit Society,1
2020,September,Melbourne,3 Other,32 Financial,323 ATM/Eftpos,24
2020,September,Melbourne,3 Other,32 Financial,324 Other Financial,17
2020,September,Melbourne,3 Other,33 Retail,331 Chemist/Pharmacy,93
2020,September,Melbourne,3 Other,33 Retail,3310 24Hr Convenience,575
2020,September,Melbourne,3 Other,33 Retail,3311 Restaurant/Fastfood,696
2020,September,Melbourne,3 Other,33 Retail,3312 Other Retail,"1,144"
2020,September,Melbourne,3 Other,33 Retail,332 Service Station,216
2020,September,Melbourne,3 Other,33 Retail,333 Jeweller,16
2020,September,Melbourne,3 Other,33 Retail,334 2nd Hand Dealer,8
2020,September,Melbourne,3 Other,33 Retail,335 Supermarket,503
2020,September,Melbourne,3 Other,33 Retail,336 Department Store,312
2020,September,Melbourne,3 Other,33 Retail,337 Shopping Complex,642
2020,September,Melbourne,3 Other,33 Retail,338 Car Sales Yard,26
2020,September,Melbourne,3 Other,33 Retail,339 Milkbar,42
2020,September,Melbourne,3 Other,34 Wholesale,341 Any Wholesale,13
2020,September,Melbourne,3 Other,35 Warehousing/storage,351 Warehousing/Storage,90
2020,September,Melbourne,3 Other,36 Manufacturing,361 Factory,19
2020,September,Melbourne,3 Other,36 Manufacturing,362 Any Manufacturing,10
2020,September,Melbourne,3 Other,37 Agricultural,371 Farmland/Agricultural,1
2020,September,Melbourne,3 Other,37 Agricultural,373 Other Agricultural,5
2020,September,Melbourne,3 Other,38 Recreational,381 Licenced Premises,603
2020,September,Melbourne,3 Other,38 Recreational,382 Tab,3
2020,September,Melbourne,3 Other,38 Recreational,383 Cinema,14
2020,September,Melbourne,3 Other,38 Recreational,384 Sport Area/Facility,169
2020,September,Melbourne,3 Other,38 Recreational,385 Gaming Venue,263
2020,September,Melbourne,3 Other,38 Recreational,386 Other Rec./Sports,109
2020,September,Melbourne,3 Other,39 Other location,391 Massage Parlour/Brothel,8
2020,September,Melbourne,3 Other,39 Other location,392 Other Location (Not Elsewhere),575
2020,September,Melbourne,3 Other,39 Other location,393 Construction Site,106
2020,September,Melbourne,3 Other,39 Other location,394 Veterinary Clinic,2
2020,September,Melton,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,177
2020,September,Melton,1 Residential,11 Dwelling - private,112 House,"3,424"
2020,September,Melton,1 Residential,11 Dwelling - private,113 Bungalow,8
2020,September,Melton,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2020,September,Melton,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,September,Melton,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2020,September,Melton,1 Residential,11 Dwelling - private,117 Farm House,15
2020,September,Melton,1 Residential,12 Dwelling  - non-private,121 Boarding House,5
2020,September,Melton,1 Residential,12 Dwelling  - non-private,122 Holiday Home,4
2020,September,Melton,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2020,September,Melton,1 Residential,12 Dwelling  - non-private,124 Nursing Home,8
2020,September,Melton,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,15
2020,September,Melton,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,52
2020,September,Melton,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2020,September,Melton,1 Residential,13 Grounds/surrounding land,1310 Farm Building,4
2020,September,Melton,1 Residential,13 Grounds/surrounding land,132 Backyard,68
2020,September,Melton,1 Residential,13 Grounds/surrounding land,133 Frontyard,215
2020,September,Melton,1 Residential,13 Grounds/surrounding land,134 Garage,86
2020,September,Melton,1 Residential,13 Grounds/surrounding land,135 Shed,25
2020,September,Melton,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,317
2020,September,Melton,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),28
2020,September,Melton,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,437
2020,September,Melton,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,28
2020,September,Melton,2 Community,21 Education,211 School,44
2020,September,Melton,2 Community,21 Education,212 School Grounds,23
2020,September,Melton,2 Community,21 Education,213 Other Educational,12
2020,September,Melton,2 Community,22 Health,222 Medical Centre,14
2020,September,Melton,2 Community,22 Health,223 Dental,1
2020,September,Melton,2 Community,22 Health,224 Other Health,12
2020,September,Melton,2 Community,23 Religious,231 Church,12
2020,September,Melton,2 Community,23 Religious,232 Other religious,3
2020,September,Melton,2 Community,24 Public Transport,241 Train,2
2020,September,Melton,2 Community,24 Public Transport,242 Train Station,65
2020,September,Melton,2 Community,24 Public Transport,243 Railway Carpark,38
2020,September,Melton,2 Community,24 Public Transport,245 Bus/Bus Stop,22
2020,September,Melton,2 Community,24 Public Transport,246 Depot/Terminal,2
2020,September,Melton,2 Community,24 Public Transport,249 Taxi,2
2020,September,Melton,2 Community,25 Other Transport,251 Private Car,47
2020,September,Melton,2 Community,25 Other Transport,252 Airfield,1
2020,September,Melton,2 Community,25 Other Transport,255 Carpark (Single Level),243
2020,September,Melton,2 Community,25 Other Transport,256 Carpark (Multi Level),8
2020,September,Melton,2 Community,25 Other Transport,257 Other Transport Type/Area,12
2020,September,Melton,2 Community,26 Justice,261 Police Station,45
2020,September,Melton,2 Community,26 Justice,262 Court,3
2020,September,Melton,2 Community,26 Justice,264 Youth Training Centre,1
2020,September,Melton,2 Community,26 Justice,265 Other Justice Facility,4
2020,September,Melton,2 Community,26 Justice,269 Other Justice (nec),3
2020,September,Melton,2 Community,27 Open Space,271 Parkland/Reserve,113
2020,September,Melton,2 Community,27 Open Space,272 Rural,17
2020,September,Melton,2 Community,27 Open Space,273 Vacant Block,16
2020,September,Melton,2 Community,27 Open Space,275 Other Open Space,30
2020,September,Melton,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,841"
2020,September,Melton,2 Community,29 Other community location,291 Cemetery,1
2020,September,Melton,2 Community,29 Other community location,292 Civic Centre,8
2020,September,Melton,2 Community,29 Other community location,294 Car Wash,10
2020,September,Melton,3 Other,31 Admin/professional,311 Business Office,49
2020,September,Melton,3 Other,31 Admin/professional,312 Other Admin/Professional,13
2020,September,Melton,3 Other,32 Financial,321 Bank,4
2020,September,Melton,3 Other,32 Financial,322 Credit Society,2
2020,September,Melton,3 Other,32 Financial,323 ATM/Eftpos,7
2020,September,Melton,3 Other,33 Retail,331 Chemist/Pharmacy,14
2020,September,Melton,3 Other,33 Retail,3310 24Hr Convenience,60
2020,September,Melton,3 Other,33 Retail,3311 Restaurant/Fastfood,89
2020,September,Melton,3 Other,33 Retail,3312 Other Retail,186
2020,September,Melton,3 Other,33 Retail,332 Service Station,818
2020,September,Melton,3 Other,33 Retail,334 2nd Hand Dealer,7
2020,September,Melton,3 Other,33 Retail,335 Supermarket,132
2020,September,Melton,3 Other,33 Retail,336 Department Store,63
2020,September,Melton,3 Other,33 Retail,337 Shopping Complex,314
2020,September,Melton,3 Other,33 Retail,338 Car Sales Yard,18
2020,September,Melton,3 Other,33 Retail,339 Milkbar,6
2020,September,Melton,3 Other,34 Wholesale,341 Any Wholesale,4
2020,September,Melton,3 Other,35 Warehousing/storage,351 Warehousing/Storage,49
2020,September,Melton,3 Other,36 Manufacturing,361 Factory,50
2020,September,Melton,3 Other,36 Manufacturing,362 Any Manufacturing,8
2020,September,Melton,3 Other,37 Agricultural,371 Farmland/Agricultural,20
2020,September,Melton,3 Other,37 Agricultural,373 Other Agricultural,4
2020,September,Melton,3 Other,38 Recreational,381 Licenced Premises,66
2020,September,Melton,3 Other,38 Recreational,382 Tab,4
2020,September,Melton,3 Other,38 Recreational,384 Sport Area/Facility,46
2020,September,Melton,3 Other,38 Recreational,385 Gaming Venue,13
2020,September,Melton,3 Other,38 Recreational,386 Other Rec./Sports,26
2020,September,Melton,3 Other,39 Other location,392 Other Location (Not Elsewhere),155
2020,September,Melton,3 Other,39 Other location,393 Construction Site,136
2020,September,Mildura,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,312
2020,September,Mildura,1 Residential,11 Dwelling - private,112 House,"1,621"
2020,September,Mildura,1 Residential,11 Dwelling - private,113 Bungalow,21
2020,September,Mildura,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,31
2020,September,Mildura,1 Residential,11 Dwelling - private,115 Houseboat,5
2020,September,Mildura,1 Residential,11 Dwelling - private,116 Ministry Of Housing,15
2020,September,Mildura,1 Residential,11 Dwelling - private,117 Farm House,10
2020,September,Mildura,1 Residential,12 Dwelling  - non-private,121 Boarding House,15
2020,September,Mildura,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2020,September,Mildura,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2020,September,Mildura,1 Residential,12 Dwelling  - non-private,124 Nursing Home,7
2020,September,Mildura,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,67
2020,September,Mildura,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,6
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,1310 Farm Building,3
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,132 Backyard,56
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,133 Frontyard,135
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,134 Garage,18
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,135 Shed,53
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,12
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),17
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,193
2020,September,Mildura,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,10
2020,September,Mildura,2 Community,21 Education,211 School,29
2020,September,Mildura,2 Community,21 Education,212 School Grounds,18
2020,September,Mildura,2 Community,21 Education,213 Other Educational,6
2020,September,Mildura,2 Community,22 Health,221 Hospital,19
2020,September,Mildura,2 Community,22 Health,222 Medical Centre,7
2020,September,Mildura,2 Community,22 Health,224 Other Health,7
2020,September,Mildura,2 Community,23 Religious,231 Church,14
2020,September,Mildura,2 Community,24 Public Transport,242 Train Station,1
2020,September,Mildura,2 Community,24 Public Transport,243 Railway Carpark,1
2020,September,Mildura,2 Community,24 Public Transport,245 Bus/Bus Stop,4
2020,September,Mildura,2 Community,24 Public Transport,246 Depot/Terminal,2
2020,September,Mildura,2 Community,24 Public Transport,249 Taxi,2
2020,September,Mildura,2 Community,25 Other Transport,251 Private Car,15
2020,September,Mildura,2 Community,25 Other Transport,252 Airfield,3
2020,September,Mildura,2 Community,25 Other Transport,254 Dock/Wharf,1
2020,September,Mildura,2 Community,25 Other Transport,255 Carpark (Single Level),74
2020,September,Mildura,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2020,September,Mildura,2 Community,25 Other Transport,257 Other Transport Type/Area,5
2020,September,Mildura,2 Community,26 Justice,261 Police Station,64
2020,September,Mildura,2 Community,26 Justice,262 Court,124
2020,September,Mildura,2 Community,26 Justice,264 Youth Training Centre,1
2020,September,Mildura,2 Community,26 Justice,265 Other Justice Facility,1
2020,September,Mildura,2 Community,27 Open Space,271 Parkland/Reserve,68
2020,September,Mildura,2 Community,27 Open Space,272 Rural,12
2020,September,Mildura,2 Community,27 Open Space,273 Vacant Block,5
2020,September,Mildura,2 Community,27 Open Space,275 Other Open Space,22
2020,September,Mildura,2 Community,27 Open Space,276 Beach Car Park,1
2020,September,Mildura,2 Community,28 Street/footpath,281 Street/Lane/Footpath,889
2020,September,Mildura,2 Community,29 Other community location,291 Cemetery,6
2020,September,Mildura,2 Community,29 Other community location,292 Civic Centre,7
2020,September,Mildura,2 Community,29 Other community location,294 Car Wash,3
2020,September,Mildura,3 Other,31 Admin/professional,311 Business Office,25
2020,September,Mildura,3 Other,31 Admin/professional,312 Other Admin/Professional,9
2020,September,Mildura,3 Other,32 Financial,321 Bank,2
2020,September,Mildura,3 Other,32 Financial,323 ATM/Eftpos,1
2020,September,Mildura,3 Other,32 Financial,324 Other Financial,2
2020,September,Mildura,3 Other,33 Retail,331 Chemist/Pharmacy,25
2020,September,Mildura,3 Other,33 Retail,3310 24Hr Convenience,10
2020,September,Mildura,3 Other,33 Retail,3311 Restaurant/Fastfood,43
